url,label
https://docs.google.com/presentation/d/e/2PACX-1vTVj7OXwAUKJDv57jBmVg8eWFIUvTQ3c0-F1gPD_G5CwsQzOf3aelTqo4q42FIlqbHODnIlx2-Lx3Cf/pub?start=false&loop=false&delayms=3000&slide=id.p,ALERT
https://btttelecommunniccatiion.weeblysite.com/,ALERT
https://kq0hgp.webwave.dev/,ALERT
https://brittishtele1bt-69836.getresponsesite.com/,ALERT
https://bt-internet-105056.weeblysite.com/,ALERT
https://teleej.weebly.com/,ALERT
https://maryleyshon.wixsite.com/my-site-1,ALERT
https://chamakhman.wixsite.com/my-site-4,ALERT
https://posts-ch.buzz/ch/,ALERT
https://tinyurl.com/bdfpfyur,ALERT
https://www.msaaezusshubsnsk.top,ALERT
https://www.msaaezusshubsnk.top,ALERT
https://www.msaaezuhubsnk.top,ALERT
https://docs.google.com/presentation/d/e/2PACX-1vSQhRfmHabALkn-AOLiTaZqD56SkYdFCKmKaqIrGG3EFFH6gZWKhJat2O1j5aFmxrSVAbYiXsWqB1_v/pub?start=false&loop=false&delayms=3000&slide=id.p,ALERT
https://docs.google.com/presentation/d/e/2PACX-1vSG51ZslCaXw4PrBW46kFU0Tlq4lYzrRyN40Lh_pEQ0ASpzDWxYjihI6-rcgu9U29weJY-0s_79Bk4T/pub?start=false&loop=false&delayms=3000&slide=id.p,ALERT
https://docs.google.com/presentation/d/e/2PACX-1vQdsu4PGmnYNi1qRHMH7GdUapyKZdxRSBr3lYwoHRGHj2wiu1nSWS5eGxC2N6jYJyQZpTrI1palx_2O/pub?start=false&loop=false&delayms=3000&slide=id.p,ALERT
https://us10.list-manage.com/survey?u=f5e2489ff9b1eb9c05b8e12b3&id=8b1b0686bc&e=,ALERT
https://loginaccountverifice392.square.site/,ALERT
https://tqwip3lbk5.onrocket.site/ch/index2.php,ALERT
https://pub-19aa984b0fb848bea6ffcc9634982332.r2.dev/email.upgrade.html#test@example.com,ALERT
https://10olixo.weeblysite.com/,ALERT
https://d-106596.weeblysite.com/,ALERT
https://managing55.wixsite.com/my-site,ALERT
https://www.aeombamk.co.nlgvsfig.com/,ALERT
https://postms.top/kUquEi/,ALERT
https://uteta.org/wp-includes/js/,ALERT
https://mysunrise-app-mip-appsuite.codeanyapp.com/wp-content/sunrise/index.html,ALERT
https://7q-4xu.cfd/ai/?oferta/zegarek-firmy-alkor-adriatica?navCategoryId=&amp;t=1711954905542,ALERT
https://ormpu.cn,ALERT
https://docs.google.com/presentation/d/e/2PACX-1vTVj7OXwAUKJDv57jBmVg8eWFIUvTQ3c0-F1gPD_G5CwsQzOf3aelTqo4q42FIlqbHODnIlx2-Lx3Cf/pub?start=false&loop=false&delayms=3000,ALERT
https://tinyurl.com/y6ed8sx8,ALERT
https://docs.google.com/presentation/d/e/2PACX-1vS60bmjSsSkqTqreCKIVQCxFGpZiDuIKqSdIWSVWB0Mf7c0y-b_Yqyj5AMD1FxrRDOYwEpVGc3RJ8fl/pub?start=false&loop=false&delayms=3000,ALERT
https://www.zrkhopdi.com,ALERT
https://docs.google.com/presentation/d/e/2PACX-1vRq9XcQhWixRbox-KPUbFd28GDEy9_VdF1xCZZIKJFoK2aRwtt9UneD690Ls0toNNYVF3YvIymt3YXW/pub?start=false&loop=false&delayms=3000,ALERT
https://docs.google.com/presentation/d/e/2PACX-1vR5JcFRJpccReGWw4DkwCuEhlEiPjChb3e9fp6MrccPIYNngjn1-NbPpKhrFKb6i_swBKlt3ZyF6Wt9/pub?start=false&loop=false&delayms=3000&slide=id.p,ALERT
https://us9.list-manage.com/survey?u=39b1647b88ecd5419f2f74923&id=3dabfe7ee8&e,ALERT
https://safeloggingin.com/voicemail.btlandline.com/?email=,ALERT
https://www.ligolesht-othole.youdontcare.com/,ALERT
https://www.duryorice-rime.acmetoy.com/,ALERT
https://www.quidjusck-just.serveuser.com/,ALERT
https://www.soturiund-ming.otzo.com/,ALERT
https://www.traompvel-book.ygto.com/,ALERT
https://www.haveable-busin.gettrials.com/,ALERT
https://www.kepolyeps-packin.ocry.com/,ALERT
https://www.inarcalud-dry.misecure.com/,ALERT
https://www.alsanshye-and.dsmtp.com/,ALERT
https://www.shioverp-youre.myddns.com/,ALERT
https://www.arerolght-wallet.ourhobby.com/,ALERT
https://www.mulastsic-your.americanunfinished.com/,ALERT
https://www.shapanye-discon.freeddns.com/,ALERT
https://www.almbanost-alm.freetcp.com/,ALERT
https://www.anispalog-alog.dnsrd.com/,ALERT
https://www.doyestmes-conve.almostmy.com/,ALERT
https://www.cargeblesy-sha.serveusers.com/,ALERT
https://metadappwallet.com/,ALERT
https://www.migrexiant-some.onedumb.com/,ALERT
https://www.yolacesur-clear.mylftv.com/,ALERT
https://www.maciouske-scrat.mynetav.com/,ALERT
https://www.ewthatelry-of.mysecondarydns.com/,ALERT
https://www.golwithd-pagne.sendsmtp.com/,ALERT
https://www.saudiing-cord.wikaba.com/,ALERT
https://www.displasplay-but.lflinkup.com/,ALERT
https://www.lemadther-hold.mynetav.com/,ALERT
https://www.strclosurap-ther.ssmailer.com/,ALERT
https://www.batsuihing-min.b0tnet.com/,ALERT
https://www.nightilly-takin.zzux.com/,ALERT
https://www.lvsayador-dio.yourtrap.com/,ALERT
https://www.twpurcoday-ship.proxydns.com/,ALERT
https://www.trafnotfi-hoever.sexidude.com/,ALERT
https://www.crgoldyst-inner.ezua.com/,ALERT
https://www.jeawneck-even.dynssl.com/,ALERT
https://www.genrorst-dows.dnset.com/,ALERT
https://www.miwantght-may.longmusic.com/,ALERT
http://exaduswolleta.godaddysites.com/,ALERT
https://exaduswolleta.godaddysites.com/,ALERT
http://metqamaskv.azurewebsites.net,ALERT
https://metqamaskv.azurewebsites.net/,ALERT
http://metasamasuk.azurewebsites.net,ALERT
https://pattrickandpaterson.co.za/nedcnhc/saanedes/rncp/ntbmynb.php,ALERT
https://frwovbhklos.vfreky.my.id/freefire/,ALERT
https://iwossjjdwx.vrl2023.com/D-Free-Fire=ffa52fe4/,ALERT
https://mail.top-ing.net/images/,ALERT
